FBgn0261614 CG42703
FBgn0053158 CG33158
FBgn0053159 CG33159
FBgn0034528 CG11180
FBgn0027521 CG3679
FBgn0032729 CG10639
FBgn0261380 mRpL37
FBgn0013732 sced
FBgn0029686 CG2941
FBgn0036862 CG9619
FBgn0002022 Catsup
FBgn0030501 BthD
FBgn0000291 Cg98F-99A
FBgn0034494 CG10444
FBgn0261381 mtTFB1
FBgn0052431 CG32431
FBgn0000292 Cg16-17
FBgn0030505 NFAT
FBgn0034636 CG10440
FBgn0000293 Cg42DE
FBgn0039838 CG3669
FBgn0031304 CG4552
FBgn0034578 CG15653
FBgn0032297 CG17124
FBgn0000294 Cg63-64
FBgn0035044 CG3663
FBgn0000295 Cg9E
FBgn0012002 tRNA:V3b:90BC
FBgn0036839 CG18136
FBgn0028490 CG31705
FBgn0021760 chb
FBgn0037993 dpr15
FBgn0052437 CG32437
FBgn0000296 Cg67C
FBgn0033367 CG8193
FBgn0038213 CG9624
FBgn0000297 Cg19-20
FBgn0036433 CG9628
FBgn0000300 cgd
FBgn0000301 ch
FBgn0000302 cha
FBgn0039757 RpS7
FBgn0053172 CG33172
FBgn0037521 CG2993
FBgn0261362 proPO-A1
FBgn0032304 CG17134
FBgn0053173 CG33173
FBgn0051715 CG31715
FBgn0000304 chal
FBgn0032748 CG10492
FBgn0032750 CG10495
FBgn0022768 Pp2C1
FBgn0000305 ch-b
FBgn0000306 che
FBgn0011845 tRNA:D:96A
FBgn0085710 CG41586
FBgn0085711 CG41587
FBgn0085712 CG41588
FBgn0085713 CG41589
FBgn0052447 CG32447
FBgn0051719 RluA-1
FBgn0037561 CG9630
FBgn0027563 CG9631
FBgn0038377 CG9632
FBgn0030177 CG2972
FBgn0035656 CG10479
FBgn0034426 CG10476
FBgn0035661 CG10477
FBgn0000309 chl
FBgn0027093 Aats-arg
FBgn0004400 rhi
FBgn0085748 CR40573
FBgn0052252 CG32252
FBgn0052251 CG32251
FBgn0053123 CG33123
FBgn0053125 CG33125
FBgn0036278 GRHRII
FBgn0037315 Cerk
FBgn0010109 dpn
FBgn0034410 Topors
FBgn0085776 CR40855
FBgn0085760 CR40641
FBgn0085643 CG41421
FBgn0033074 tomboy40
FBgn0033287 CG8701
FBgn0038934 Gld2
FBgn0052406 CG32406
FBgn0085754 CR40597
FBgn0053136 CG33136
FBgn0053138 CG33138
FBgn0053139 Ranbp11
FBgn0053140 CG33140
FBgn0032280 CG17105
FBgn0053143 CG33143
FBgn0051510 CG31510
FBgn0005585 Crc
FBgn0085746 CR40571
FBgn0085738 CR40503
FBgn0085747 CR40572
FBgn0037721 CG9427
FBgn0032485 CG9426
FBgn0011965 tRNA:R:83AB
FBgn0011994 tRNA:T:90Cb
FBgn0040298 Myt1
FBgn0030616 RpL37a
FBgn0028396 TotA
FBgn0044812 TotC
FBgn0030787 CG9609
FBgn0041234 Gr59f
FBgn0041233 Gr59e
FBgn0008636 hbn
FBgn0052232 CG32232
FBgn0011993 tRNA:T:90Ca
FBgn0061198 HSPC300
FBgn0040353 CG14417
FBgn0040354 CG14418
FBgn0031216 CG11376
FBgn0035004 Pgam5-2
FBgn0015372 chrw
FBgn0027364 Six4
FBgn0085799 CR41544
FBgn0015778 rin
FBgn0052226 CG32226
FBgn0000310 cho
FBgn0051550 CG31550
FBgn0052280 CG32280
FBgn0000312 cht
FBgn0002021 l(2)37Bb
FBgn0036289 CG10657
FBgn0033309 CG8735
FBgn0026722 drosha
FBgn0036544 sff
FBgn0000324 clm
FBgn0005624 Psc
FBgn0051549 CG31549
FBgn0036288 CG10660
FBgn0011695 PebIII
FBgn0085723 CG41616
FBgn0085752 CR40594
FBgn0085795 CR41535
FBgn0085771 CR40741
FBgn0085827 CR41621
FBgn0051546 CG31546
FBgn0000325 clo
FBgn0052274 Drs-l
FBgn0039686 CG15506
FBgn0037021 CG11399
FBgn0037022 CG11396
FBgn0033235 CG8728
FBgn0022772 Orc1
FBgn0033244 CG8726
FBgn0036826 CG3893
FBgn0028985 Spn4
FBgn0035059 CG3894
FBgn0000327 clv-1
FBgn0026411 Lim1
FBgn0047299 CG31535
FBgn0027660 blot
FBgn0051532 CG31532
FBgn0052260 CG32260
FBgn0051530 CG31530
FBgn0040674 CG9445
FBgn0000328 clv-2
FBgn0000329 clw
FBgn0035588 CG10672
FBgn0000441 dfw
FBgn0003162 Pu
FBgn0053110 CG33110
FBgn0010197 Gyc32E
FBgn0053116 CG33116
FBgn0000331 Cm
FBgn0011743 Arp53D
FBgn0029590 CG14811
FBgn0036900 CG8765
FBgn0031801 CG9498
FBgn0000333 cmd
FBgn0031800 CG9497
FBgn0036629 CG4573
FBgn0029920 CG4575
FBgn0000334 cml
FBgn0031306 CG4577
FBgn0029867 CG3847
FBgn0038366 CG4576
FBgn0051560 CG31560
FBgn0031799 Pez
FBgn0037726 CG9492
FBgn0000335 cmp
FBgn0029594 CG14806
FBgn0035402 CG12082
FBgn0035610 Lkr
FBgn0036298 CG10627
FBgn0023513 CG14803
FBgn0033782 sug
FBgn0032585 CG4580
FBgn0000336 cmt
FBgn0025352 Thiolase
FBgn0034579 mRpL54
FBgn0010113 hdc
FBgn0026755 Ugt37b1
FBgn0085768 CR40712
FBgn0085757 CR40621
FBgn0085764 CR40668
FBgn0085679 CG41542
FBgn0085761 CR40642
FBgn0000341 Coa
FBgn0000342 coc
FBgn0035227 CG12090
FBgn0000343 coi
FBgn0000344 com
FBgn0000345 com-d
FBgn0027585 CG8740
FBgn0035594 CG4597
FBgn0000347 con
FBgn0024288 Sox100B
FBgn0032586 Tpr2
FBgn0000348 cop
FBgn0000350 corr
FBgn0041252 Femcoat
FBgn0040091 Ugt58Fa
FBgn0000354 cp
FBgn0000361 Cp70
FBgn0031848 CG11329
FBgn0015905 ast
FBgn0000362 cpl
FBgn0000364 Cpt
FBgn0025777 homer
FBgn0031849 CG11327
FBgn0000365 cpw
FBgn0058057 CG40057
FBgn0262524 ver
FBgn0085825 CR41619
FBgn0050293 Cht12
FBgn0035755 CG14830
FBgn0085753 CR40596
FBgn0000351 cort
FBgn0038140 CG8784
FBgn0016036 mei-P22
FBgn0085826 CR41620
FBgn0032717 CG10600
FBgn0085770 CR40734
FBgn0030329 prtp
FBgn0000366 cr-3
FBgn0038135 CG8773
FBgn0038136 CG8774
FBgn0000367 cra
FBgn0015919 caup
FBgn0039810 CG15549
FBgn0039812 CG15548
FBgn0000369 cr-b
FBgn0026089 CG14817
FBgn0039806 CG15545
FBgn0030241 feo
FBgn0000371 crib
FBgn0000374 cripC
FBgn0000372 cripA
FBgn0000373 cripB
FBgn0000375 crk
FBgn0030249 CG11203
FBgn0000378 crt
FBgn0000379 cru
FBgn0000380 cs
FBgn0000385 ctl
FBgn0035620 CG5150
FBgn0019948 Phm
FBgn0030753 CG4420
FBgn0085739 CR40507
FBgn0085796 CR41539
FBgn0000386 ctt
FBgn0085802 CR41548
FBgn0085749 CR40574
FBgn0085554 CG41015
FBgn0031904 CG5149
FBgn0085737 CR40502
FBgn0000388 Cu
FBgn0000389 Cu-3
FBgn0000391 cui
FBgn0000393 cur
FBgn0000396 cv-b
FBgn0000398 cv-d
FBgn0038491 CG5292
FBgn0000399 cvl-5
FBgn0038279 CG3837
FBgn0000400 cvw
FBgn0000401 cx
FBgn0000402 cxb
FBgn0000403 Cy
FBgn0052654 Sec16
FBgn0085741 CR40528
FBgn0085824 CR41618
FBgn0085766 CR40679
FBgn0085772 CR40743
FBgn0260943 Rbp6
FBgn0000415 dal
FBgn0000417 dar
FBgn0000419 db
FBgn0000420 dbl
FBgn0028789 Doc1
FBgn0000421 dd
FBgn0000423 ddl
FBgn0037000 CG5130
FBgn0261915 l(3)16107
FBgn0000424 de
FBgn0039808 CG12071
FBgn0000431 den
FBgn0027616 YT521-B
FBgn0000432 dep
FBgn0000437 df
FBgn0000433 depl
FBgn0000434 der
FBgn0000438 dfa
FBgn0000440 dft
FBgn0035273 CG12020
FBgn0000444 dg-a
FBgn0085745 CR40565
FBgn0085721 CG41614
FBgn0085763 CR40659
FBgn0085683 CG41552
FBgn0085822 CR41613
FBgn0000446 dhm
FBgn0035454 CG12029
FBgn0029762 NAAT1
FBgn0085774 CR40779
FBgn0085677 CG41538
FBgn0085675 CG41536
FBgn0085744 CR40561
FBgn0085808 CR41591
FBgn0030667 CG15599
FBgn0029584 CG11509
FBgn0031044 MKP-4
FBgn0037894 Ranbp9
FBgn0058006 CG40006
FBgn0029824 CG3726
FBgn0022268 KdelR
FBgn0004654 Pgd
FBgn0262750 Mst77Y-1
FBgn0031138 CG11229
FBgn0034938 CG3803
FBgn0036988 CG5262
FBgn0013432 bcn92
FBgn0038486 CG5265
FBgn0030830 CG5172
FBgn0037995 CG3809
FBgn0034154 CG5267
FBgn0038387 blp
FBgn0261880 Taf
FBgn0085706 CG41580
FBgn0034470 Obp56d
FBgn0035638 Tektin-C
FBgn0035977 PGRP-LF
FBgn0084012 CG41448
FBgn0004655 wapl
FBgn0030421 CG3812
FBgn0003942 RpS27A
FBgn0085707 CG41581
FBgn0025692 CG3814
FBgn0029861 CG3815
FBgn0085559 CG41038
FBgn0085755 CR40611
FBgn0085805 CR41583
FBgn0085708 CG41582
FBgn0031906 CG5160
FBgn0085832 CR42205
FBgn0047306 CR32314
FBgn0038373 CG4546
FBgn0085830 CR42197
FBgn0002466 sti
FBgn0035971 CG4477
FBgn0025366 Ip259
FBgn0034755 CG3746
FBgn0039240 CG3744
FBgn0031856 CG11322
FBgn0037115 CG11249
FBgn0085775 CR40847
FBgn0035410 CG14964
FBgn0085662 CG41517
FBgn0085648 CG41429
FBgn0031893 CG4495
FBgn0037057 CG10512
FBgn0019936 RpS20
FBgn0038832 CG15695
FBgn0032250 CG5198
FBgn0034540 Lrt
FBgn0025574 Pli
FBgn0037891 CG5214
FBgn0017453 Zn72D
FBgn0036995 CG5195
FBgn0262751 Mst77Y-2
FBgn0085724 CG41622
FBgn0024291 Sir2
FBgn0034933 CG3735
FBgn0019940 Rh6
FBgn0262624 Tmhs
FBgn0259473 C502
FBgn0034354 CG5224
FBgn0034750 CG3732
FBgn0028387 chm
FBgn0011828 Pxn
FBgn0085700 CG41573
FBgn0035234 CG12003
FBgn0085688 CG41557
FBgn0085689 CG41558
FBgn0037293 CG12007
FBgn0037301 Mms19
FBgn0037060 CG10508
FBgn0262752 Mst77Y-3Psi
FBgn0039967 CG17925
FBgn0000505 dsx-c21C
FBgn0033058 CCHa2r
FBgn0020638 Lcp65Ag1
FBgn0029158 Las
FBgn0031896 CG4502
FBgn0030056 CG11284
FBgn0035495 CG14989
FBgn0034651 CG15676
FBgn0038692 CG3773
FBgn0035429 CG12017
FBgn0036684 CG3764
FBgn0032671 CG7200
FBgn0035496 CG14990
FBgn0085690 CG41559
FBgn0085691 CG41560
FBgn0085692 CG41561
FBgn0085780 CR40976
FBgn0085743 CR40560
FBgn0085794 CR41531
FBgn0028484 Ack
FBgn0000541 E(bx)
FBgn0011284 RpS4
FBgn0026170 smt3
FBgn0031449 CG31689
FBgn0020367 Vha68-2
FBgn0000723 Fps85D
FBgn0052396 CG32396
FBgn0032345 CG14921
FBgn0034567 CG15651
FBgn0034565 CG15650
FBgn0011852 tRNA:E4:62Ab
FBgn0011853 tRNA:E4:62Ac
FBgn0259474 EP-738
FBgn0259475 C464
FBgn0051699 CG31699
FBgn0015806 S6k
FBgn0051677 CG31677
FBgn0085636 CG41373
FBgn0085668 CG41524
FBgn0085667 CG41522
FBgn0036334 CG11267
FBgn0259477 EP-704
FBgn0051694 CG31694
FBgn0004244 Rdl
FBgn0034595 CG15657
FBgn0020639 Lcp65Af
FBgn0036332 CG11261
FBgn0011737 wee
FBgn0004034 y
FBgn0085595 CG41279
FBgn0085734 CR40450
FBgn0085656 CG41495
FBgn0085733 CR40375
FBgn0058162 CG40162
FBgn0052305 CG32305
FBgn0069967 CG41040
FBgn0033679 CG8888
FBgn0085564 CG41234
FBgn0085618 CG41328
FBgn0085577 CG41251
FBgn0047205 CR32385
FBgn0058445 CG40445
FBgn0260401 MED9
FBgn0016122 Acer
FBgn0032120 CG33298
FBgn0038361 CG9589
FBgn0032376 Tsp33B
FBgn0053012 CG33012
FBgn0026369 Sara
FBgn0058268 CG40268
FBgn0058267 CG40267
FBgn0085610 CG41316
FBgn0058092 CG40092
FBgn0001315 kl-5
FBgn0004364 18w
FBgn0034642 CG15674
FBgn0036842 CG3797
FBgn0032402 CG14945
FBgn0028507 CG3793
FBgn0033778 CG3790
FBgn0003930 snRNA:U4:39B
FBgn0031632 CG15628
FBgn0035403 CG14956
FBgn0027052 CHIP
FBgn0002036 CG10561
FBgn0039325 CG10560
FBgn0038344 CG5205
FBgn0031635 CG15626
FBgn0262753 Mst77Y-4
FBgn0052397 CG32397
FBgn0051668 CG31668
FBgn0031630 CG15629
FBgn0033708 CG8850
FBgn0260743 CG18347
FBgn0031814 retm
FBgn0032090 CG9582
FBgn0260400 elav
FBgn0260742 CG12213
FBgn0030506 Lig4
FBgn0052334 CG32334
FBgn0030590 CG9518
FBgn0260744 Tango9
FBgn0086711 mol
FBgn0260745 mfas
FBgn0086909 CG31751
FBgn0050106 CCHa1r
FBgn0052354 CG32354
FBgn0053057 CG33057
FBgn0051675 CG31675
FBgn0259417 C926
FBgn0001314 kl-3
FBgn0046697 Ppr-Y
FBgn0046698 Pp1-Y2
FBgn0259481 Mob2
FBgn0085788 CR41504
FBgn0085792 CR41509
FBgn0085791 CR41508
FBgn0262754 Mst77Y-5Psi
FBgn0035461 ntc
FBgn0026376 Rgl
FBgn0086697 Cenp-C
FBgn0086698 frtz
FBgn0086707 ncm
FBgn0031805 CG9505
FBgn0038365 CG9593
FBgn0031803 ppk14
FBgn0031804 CG9500
FBgn0015286 Rala
FBgn0259997 CG41073
FBgn0259998 CG17571
FBgn0259480 EP-54
FBgn0260393 CG17147
FBgn0038199 CCHa1
FBgn0030654 CG15643
FBgn0032334 CG14914
FBgn0051639 CG31639
FBgn0015925 csul
FBgn0262755 Mst77Y-6Psi
FBgn0259999 CG41072
FBgn0260000 CG17570
FBgn0259878 Fs
FBgn0259896 nimC1
FBgn0259936 Uhg3
FBgn0052365 CG32365
FBgn0051637 CG31637
FBgn0020508 Ag5r2
FBgn0259220 Doa
FBgn0036277 CG10418
FBgn0038147 CCHa2
FBgn0260386 mtg
FBgn0034196 CG15605
FBgn0027107 inx6
FBgn0052379 CG32379
FBgn0033751 CG8818
FBgn0052376 CG32376
FBgn0031821 CG9542
FBgn0262756 Mst77Y-7
FBgn0260746 Ect3
FBgn0260747 CG5010
FBgn0259416 C606
FBgn0031081 Nep3
FBgn0031526 CG8838
FBgn0037837 CG14693
FBgn0000506 dsx-c50F
FBgn0000507 anon-61Fa
FBgn0010352 Nc73EF
FBgn0262757 Mst77Y-8
FBgn0260938 tay
FBgn0260940 lsn
FBgn0262758 Mst77Y-9
FBgn0262759 Mst77Y-10Psi
FBgn0259418 C343
FBgn0259419 EP-643
FBgn0262760 Mst77Y-11Psi
FBgn0260941 app
FBgn0260942 bond
FBgn0260945 Atg1
FBgn0260959 MCPH1
FBgn0260960 Baldspot
FBgn0260962 pic
FBgn0260964 Vmat
FBgn0053548 msta
FBgn0260972 alc
FBgn0260985 RfC4
FBgn0260986 mei-38
FBgn0260990 yata
FBgn0002044 swm
FBgn0044049 Ilp4
FBgn0020280 laf
FBgn0011725 twin
FBgn0000247 ca
FBgn0067905 IM14
FBgn0045759 bin
FBgn0063127 pncr002:3R
FBgn0047095 pncr004:X
FBgn0062928 pncr009:3L
FBgn0062961 pncr016:2R
FBgn0046272 pncr014:3L
FBgn0046756 pncr017:3R
FBgn0047000 pncr008:3L
FBgn0083068 pncr011:3L
FBgn0063083 pncr015:3L
FBgn0041775 tral
FBgn0034543 CG30152
FBgn0014464 Cp7Fa
FBgn0011937 tRNA:N5:42Ag
FBgn0045202 CG33992
FBgn0065109 ppk11
FBgn0065108 ppk16
FBgn0027101 Dyrk3
FBgn0020906 Jon25Bi
FBgn0000552 Edg84A
FBgn0020381 Dredd
FBgn0028540 CG9008
FBgn0032536 Ance-3
FBgn0004643 mit(1)15
FBgn0000370 crc
FBgn0047038 CG6463
FBgn0052176 CG32176
FBgn0035083 Tina-1
FBgn0052202 CG32202
FBgn0004911 Eip63F-2
FBgn0033596 CG7738
FBgn0013685 mt:ND6
FBgn0013707 mt:tRNA:T
FBgn0013683 mt:ND4L
FBgn0013702 mt:tRNA:P
FBgn0013678 mt:Cyt-b
FBgn0013704 mt:tRNA:R
FBgn0013701 mt:tRNA:N
FBgn0013705 mt:tRNA:S:AGY
FBgn0013692 mt:tRNA:E
FBgn0013693 mt:tRNA:F
FBgn0013684 mt:ND5
FBgn0013676 mt:CoIII
FBgn0013696 mt:tRNA:I
FBgn0013703 mt:tRNA:Q
FBgn0013700 mt:tRNA:M
FBgn0013680 mt:ND2
FBgn0262761 Mst77Y-12
FBgn0013699 mt:tRNA:L:UUR
FBgn0013675 mt:CoII
FBgn0013697 mt:tRNA:K
FBgn0013691 mt:tRNA:D
FBgn0013672 mt:ATPase6
FBgn0013709 mt:tRNA:W
FBgn0013690 mt:tRNA:C
FBgn0031971 CG7224
FBgn0051274 CG31274
FBgn0002567 ltd
FBgn0013706 mt:tRNA:S:UCN
FBgn0013694 mt:tRNA:G
FBgn0013681 mt:ND3
FBgn0013689 mt:tRNA:A
FBgn0013673 mt:ATPase8
FBgn0013698 mt:tRNA:L:CUN
FBgn0013686 mt:lrRNA
FBgn0013708 mt:tRNA:V
FBgn0013688 mt:srRNA
FBgn0013695 mt:tRNA:H
FBgn0013679 mt:ND1
FBgn0013710 mt:tRNA:Y
FBgn0013674 mt:CoI
FBgn0243501 l(2)CB05177
FBgn0260991 Incenp
FBgn0262762 Mst77Y-13
FBgn0259420 C436
FBgn0259421 EP-686
FBgn0259422 C441
FBgn0259423 C547
FBgn0259424 EP-650
FBgn0243502 l(2)CB02900
FBgn0259425 C18
FBgn0259427 EP-149
FBgn0259428 C840
FBgn0259429 EP-A7
FBgn0259430 EP-536
FBgn0259431 C875
FBgn0261357 CG42634
FBgn0261358 CG42635
FBgn0259432 EP-J76
FBgn0259433 C278
FBgn0259434 EP-158
FBgn0259435 EP-767.1
FBgn0259454 C279
FBgn0259455 C411
FBgn0259456 EP-820
FBgn0259436 C618
FBgn0259437 EP-207
FBgn0259438 EP-167
FBgn0259439 C607
FBgn0259440 EP-435
FBgn0259441 EP-87
FBgn0259442 C923
FBgn0259444 EP-36
FBgn0259445 C904.1
FBgn0259446 C246
FBgn0259447 EP-M68
FBgn0259448 EP-55
FBgn0259449 C407
FBgn0259450 EP-572
FBgn0259451 C325
FBgn0259379 C767
FBgn0262801 twr
FBgn0030797 CG13004
FBgn0261386 Gpa2
FBgn0039151 CG13607
FBgn0262164 Z0189
FBgn0262165 Z2528
FBgn0039229 Saf-B
FBgn0262166 calypso
FBgn0033459 CG12744
FBgn0033460 sec24
FBgn0011241 cbx
FBgn0262763 Mst77Y-14Psi
FBgn0023180 Orc6
FBgn0261015 Pif1A
FBgn0259380 EP-450
FBgn0262764 Mst77Y-15Psi
FBgn0085494 Mst77Y-16Psi
FBgn0259381 C500
FBgn0262167 ana1
FBgn0259476 EP-E
FBgn0034606 ASPP
FBgn0036354 Poc1
FBgn0031495 GABPI
FBgn0000508 dsx-c88D
FBgn0259382 EP-329
FBgn0052666 Drak
FBgn0033631 CG9027
FBgn0031999 CG8419
FBgn0051524 CG31524
FBgn0259383 C549
FBgn0036134 fd68A
FBgn0259426 EP-1152.1
FBgn0040066 wds
FBgn0030844 ppk23
FBgn0030408 CG11085
FBgn0259384 C275
FBgn0259385 EP-1
FBgn0259386 C38
FBgn0259387 C255
FBgn0259388 C545
FBgn0259389 C107
FBgn0259390 C403
FBgn0259391 C432
FBgn0259392 C708
FBgn0259393 EP-730
FBgn0259394 EP-380
FBgn0259395 C67
FBgn0259396 C756
FBgn0259397 EP-297.2
FBgn0259398 C909
FBgn0259399 EP-872
FBgn0259400 EP-J17b
FBgn0259401 EP-1013
FBgn0259402 EP-501
FBgn0259403 C747
FBgn0259404 C427
FBgn0259405 EP-666
FBgn0259406 C153
FBgn0259407 EP-182
FBgn0259408 C272
FBgn0259409 EP-160
FBgn0259410 EP-P
FBgn0259411 C752
FBgn0259412 C474.1
FBgn0259413 C167
FBgn0259414 EP-17
FBgn0259415 EP-256
FBgn0259343 C7
FBgn0259344 C478
FBgn0259345 EP-990
FBgn0259346 C56
FBgn0259347 EP-608
FBgn0000511 du
FBgn0259348 C603
FBgn0259349 C207
FBgn0259350 C27
FBgn0259351 C79
FBgn0259352 C459
FBgn0259353 EP-687
FBgn0259354 C367
FBgn0259355 EP-J59
FBgn0259356 EP-773
FBgn0259357 C677
FBgn0259358 C639.1
FBgn0259359 C518
FBgn0259360 EP-614
FBgn0259361 EP-709
FBgn0259362 C389
FBgn0259363 EP-947
FBgn0259364 C596
FBgn0259365 C327.2
FBgn0259366 EP-634.2
FBgn0259367 EP-439
FBgn0259368 EP-575
FBgn0259369 EP-596
FBgn0259370 EP-1152.2
FBgn0259371 C125
FBgn0259372 EP-708
FBgn0259373 EP-284
FBgn0259374 EP-644
FBgn0259375 C293
FBgn0259376 EP-880
FBgn0259377 EP-429
FBgn0259378 C865
FBgn0262169 magu
FBgn0259306 C242
FBgn0259307 EP-179
FBgn0083940 CG34104
FBgn0027103 sec10
FBgn0039153 CG5463
FBgn0259308 EP-19
FBgn0259309 EP-476
FBgn0259310 EP-Ib
FBgn0259311 EP-M32
FBgn0259312 C762
FBgn0259313 EP-1008
FBgn0031086 fd19B
FBgn0259314 C891
FBgn0259315 C143
FBgn0260995 CG42596
FBgn0259316 EP-339
FBgn0259317 C17
FBgn0259318 EP-64
FBgn0259319 C877
FBgn0259320 EP-M
FBgn0259321 EP-323
FBgn0259322 C623
FBgn0039937 fd102C
FBgn0259323 C719.1
FBgn0259324 C359
FBgn0259325 C277
FBgn0259326 EP-319
FBgn0259327 C504
FBgn0259328 C109
FBgn0259329 C573
FBgn0259330 C371
FBgn0259331 EP-3
FBgn0259332 C434.2
FBgn0259333 EP-405
FBgn0259334 C935
FBgn0259335 EP-M89
FBgn0259336 EP-65
FBgn0259337 EP-23
FBgn0259338 C356
FBgn0259339 EP-878
FBgn0259340 C839
FBgn0259341 C192
FBgn0259342 C170
FBgn0259271 EP-631
FBgn0259272 C800
FBgn0259273 EP-471
FBgn0259274 EP-234
FBgn0259275 GS-C31
FBgn0259276 EP-67
FBgn0259277 C480
FBgn0259278 EP-720
FBgn0259280 C517
FBgn0259281 EP-500.2
FBgn0259282 C37
FBgn0263006 Ca-P60A
FBgn0259283 C544
FBgn0259284 EP-322
FBgn0259285 EP-800
FBgn0259286 C575
FBgn0259287 EP-787
FBgn0259288 EP-472
FBgn0259289 C174
FBgn0259290 C386
FBgn0259291 C446
FBgn0259292 EP-603
FBgn0259293 EP-M71
FBgn0259295 EP-899
FBgn0259296 EP-24
FBgn0259297 EP-232
FBgn0259298 C503
FBgn0259299 C717
FBgn0259300 C388
FBgn0259301 C282
FBgn0259302 EP-108
FBgn0259303 C488
FBgn0259304 EP-112
FBgn0259305 EP-731
FBgn0259248 C649
FBgn0259249 EP-63
FBgn0259250 EP-489
FBgn0259251 EP-A
FBgn0259252 C155
FBgn0259253 EP-B5
FBgn0259254 EP-620
FBgn0259255 EP-469.2
FBgn0259256 C684
FBgn0259257 C76
FBgn0259258 EP-165
FBgn0259259 C719.2
FBgn0259260 EP-1052
FBgn0259261 EP-Z
FBgn0259262 EP-694
FBgn0259263 EP-332
FBgn0259264 EP-689
FBgn0259265 EP-457
FBgn0259266 C373
FBgn0033744 CG12370
FBgn0259267 C736
FBgn0259268 C375
FBgn0259269 EP-493
FBgn0259270 C832
FBgn0259247 CG42345
FBgn0000509 anon-100Ca
FBgn0000510 Dt
FBgn0039239 CG13641
FBgn0028418 Lk
FBgn0039290 CG13654
FBgn0083946 CG34110
FBgn0035409 CG14963
FBgn0032665 CG15152
FBgn0001234 Hsromega
FBgn0028961 AlstR
FBgn0050069 CG30069
FBgn0004370 Ptp10D
FBgn0262765 Mst77Y-17Psi
FBgn0259976 pag
FBgn0000575 emc
FBgn0033813 fsd
FBgn0003231 ref(2)P
FBgn0000427 dec-1
FBgn0039927 CG11155
FBgn0015770 MstProx
FBgn0037313 CG1161
FBgn0016797 fz2
FBgn0003124 polo
FBgn0004607 zfh2
FBgn0028572 qtc
FBgn0011998 tRNA:V3b:84Da
FBgn0000512 dv
FBgn0000514 dvr
FBgn0000539 E(B)
FBgn0000515 dvw
FBgn0000516 dw
FBgn0000517 dw-24E
FBgn0000518 dw-b
FBgn0000519 dwf
FBgn0000522 dwu
FBgn0000523 dwx
FBgn0000526 dyb
FBgn0000528 E81
FBgn0000531 E103
FBgn0000532 E111
FBgn0000534 E(ade2)
FBgn0000537 eay
FBgn0000538 eb
FBgn0000540 ebo
FBgn0000544 ecl
FBgn0032668 CG17681
FBgn0000545 Eco
FBgn0000548 E(da)
FBgn0000549 Edg43A
FBgn0000550 Edg64CD
FBgn0032669 CG15155
FBgn0033775 Cyp9h1
FBgn0064237 Idgf5
FBgn0034335 GstE1
FBgn0032779 CG16771
FBgn0038541 TyrRII
FBgn0032782 Rab9
FBgn0063498 GstE2
FBgn0030245 CG1637
FBgn0040250 Ugt86Dj
FBgn0038606 CG15803
FBgn0034122 CG15711
FBgn0034117 CG7997
FBgn0030673 CG15601
FBgn0031114 cactin
FBgn0032563 CG15258
FBgn0028949 CG15254
FBgn0028944 CG11864
FBgn0028950 CG15255
FBgn0037853 CG14696
FBgn0026315 Ugt35a
FBgn0022359 Sodh-2
FBgn0037413 Osi5
FBgn0038596 CG14312
FBgn0038595 CG7142
FBgn0037849 CG4596
FBgn0036848 CG10424
FBgn0036847 CG11577
FBgn0031723 CG7251
FBgn0031720 CG14013
FBgn0036849 CG14079
FBgn0261575 tobi
FBgn0031725 CG14010
FBgn0262766 Mst77Y-18Psi
FBgn0031126 Cyp6v1
FBgn0032448 CG5781
FBgn0011739 wts
FBgn0031331 CG5440
FBgn0262160 CG9932
FBgn0037832 Desi
FBgn0035101 p130CAS
FBgn0028410 Pk34A
FBgn0028917 CG18125
FBgn0053309 CG33309
FBgn0036641 Smn
FBgn0004575 Syn
FBgn0051728 CG31728
FBgn0004395 unk
FBgn0037798 CG12817
FBgn0036770 Prestin
FBgn0028541 TM9SF4
FBgn0028932 CG16890
FBgn0028906 CG17341
FBgn0036740 CG6259
FBgn0004858 elB
FBgn0028530 mTTF
FBgn0259213 CG42313
FBgn0031347 CG10869
FBgn0001325 Kr
FBgn0003884 alphaTub84B
FBgn0020371 Tim17b2
FBgn0052642 CG32642
FBgn0038427 ema
FBgn0053262 CG33262
FBgn0034900 CG12491
FBgn0035468 Gr63a
FBgn0034901 CG11300
FBgn0053668 CG33668
FBgn0034902 CG5532
FBgn0083941 CG34105
FBgn0038395 CG10407
FBgn0004779 Ccp84Ae
FBgn0262526 vas
FBgn0052651 CG32651
FBgn0263018 snRNA:U4atac:82E
FBgn0260444 CG18616
FBgn0030386 CG2574
FBgn0051030 CG31030
FBgn0030374 CG15734
FBgn0033364 CG13747
FBgn0083947 CG34111
FBgn0034899 CG13560
FBgn0039064 CG4467
FBgn0051201 GluRIIE
FBgn0083953 CG34117
FBgn0083960 CG34124
FBgn0037440 CG1041
FBgn0038958 CG13857
FBgn0041243 Gr43a
FBgn0040892 CG14634
FBgn0030375 CG11356
FBgn0051864 Qtzl
FBgn0000553 e(dp[v])
FBgn0000554 ee
FBgn0000555 E(f)
FBgn0083962 CG34126
FBgn0259139 glo
FBgn0038829 CG17271
FBgn0262767 Su(E1)-A
FBgn0083950 CG34114
